43619	3.6111	-0.1242
43719	3.6108	-0.1238
43819	3.6104	-0.1242
43919	3.6098	-0.1238
44019	3.6095	-0.1235
44119	3.6092	-0.1238
44219	3.6089	-0.1238
44319	3.6083	-0.1238
44419	3.6077	-0.1235
44519	3.6073	-0.1238
44619	3.607	-0.1238
44719	3.6064	-0.1238
44819	3.6061	-0.1238
44919	3.6058	-0.1235
45019	3.6052	-0.1235
45119	3.6049	-0.1242
45219	3.6046	-0.1242
45319	3.6042	-0.1238
45419	3.6039	-0.1242
45519	3.6033	-0.1235
45619	3.603	-0.1235
45719	3.6027	-0.1242
45819	3.6024	-0.1242
45919	3.6018	-0.1235
46019	3.6018	-0.1242
46119	3.6011	-0.1238
46219	3.6002	-0.1238
46319	3.5999	-0.1238
46419	3.5999	-0.1242
46519	3.5993	-0.1242
46619	3.599	-0.1238
46719	3.5984	-0.1238
46819	3.598	-0.1238
46919	3.5977	-0.1238
47019	3.5974	-0.1242
47119	3.5971	-0.1235
47219	3.5965	-0.1235
47319	3.5962	-0.1242
47419	3.5956	-0.1242
47519	3.5953	-0.1235
47619	3.5949	-0.1235
47719	3.5946	-0.1242
47819	3.5943	-0.1238
47919	3.5937	-0.1238
48019	3.5934	-0.1238
48119	3.5928	-0.1238
48219	3.5925	-0.1242
48319	3.5918	-0.1235
48419	3.5915	-0.1238
48519	3.5912	-0.1238
48619	3.5909	-0.1242
48719	3.5903	-0.1235
48819	3.59	-0.1238
48919	3.5897	-0.1238
49019	3.589	-0.1238
49119	3.5887	-0.1238
49219	3.5884	-0.1238
49319	3.5881	-0.1238
49419	3.5878	-0.1238
49519	3.5872	-0.1242
49619	3.5869	-0.1235
49719	3.5866	-0.1242
49819	3.5859	-0.1235
49919	3.5853	-0.1238
50019	3.585	-0.1238
50119	3.5847	-0.1235
50219	3.5841	-0.1238
50319	3.5838	-0.1238
50419	3.5832	-0.1238
50519	3.5828	-0.1238
50619	3.5825	-0.1238
50719	3.5822	-0.1242
50819	3.5816	-0.1238
50919	3.5813	-0.1238
51019	3.581	-0.1238
51119	3.5804	-0.1235
51219	3.5801	-0.1235
51319	3.5794	-0.1238
51419	3.5791	-0.1238
51519	3.5788	-0.1238
51619	3.5779	-0.1238
51719	3.5776	-0.1242
51819	3.5773	-0.1238
51919	3.5766	-0.1235
52019	3.5763	-0.1238
52119	3.5757	-0.1235
52219	3.5754	-0.1242
52319	3.5751	-0.1235
52419	3.5745	-0.1238
52519	3.5739	-0.1238
52619	3.5735	-0.1238
52719	3.5732	-0.1242
52819	3.5726	-0.1242
52919	3.572	-0.1238
53019	3.5717	-0.1238
53119	3.5714	-0.1242
53219	3.5704	-0.1238
53319	3.5698	-0.1238
53419	3.5695	-0.1235
53519	3.5689	-0.1238
53619	3.5683	-0.1235
53719	3.568	-0.1242
53819	3.5673	-0.1235
53919	3.5667	-0.1235
54019	3.5664	-0.1238
54119	3.5658	-0.1235
54219	3.5652	-0.1235
54319	3.5646	-0.1238
54419	3.5639	-0.1238
54519	3.563	-0.1235
54619	3.5627	-0.1235
54719	3.5621	-0.1235
54819	3.5611	-0.1242
54919	3.5608	-0.1235
55019	3.5602	-0.1238
55119	3.5596	-0.1238
55219	3.559	-0.1238
55319	3.5584	-0.1238
55419	3.5574	-0.1238
55519	3.5568	-0.1238
55619	3.5562	-0.1238
55719	3.5553	-0.1238
55819	3.5546	-0.1238
55919	3.5537	-0.1242
56019	3.5531	-0.1242
56119	3.5525	-0.1238
56219	3.5515	-0.1238
56319	3.5506	-0.1238
56419	3.55	-0.1238
56519	3.5494	-0.1242
56619	3.5481	-0.1235
56719	3.5472	-0.1238
56819	3.5466	-0.1242
56919	3.5456	-0.1238
57019	3.5447	-0.1238
57119	3.5441	-0.1238
57219	3.5432	-0.1242
57319	3.5422	-0.1238
57419	3.5413	-0.1238
57519	3.5401	-0.1238
57619	3.5391	-0.1238
57719	3.5382	-0.1238
57819	3.5376	-0.1238
57919	3.5363	-0.1242
58019	3.5354	-0.1242
58119	3.5348	-0.1238
58219	3.5339	-0.1238
58319	3.5323	-0.1238
58419	3.5317	-0.1235
58519	3.5305	-0.1235
58619	3.5298	-0.1235
58719	3.5289	-0.1242
58819	3.528	-0.1238
58919	3.527	-0.1238
59019	3.5258	-0.1238
59119	3.5249	-0.1242
59219	3.5239	-0.1242
59319	3.523	-0.1242
59419	3.5218	-0.1238
59519	3.5208	-0.1238
59619	3.5199	-0.1238
59719	3.519	-0.1238
59819	3.5177	-0.1238
59919	3.5168	-0.1235
60019	3.5156	-0.1235
60119	3.5146	-0.1238
60219	3.5134	-0.1238
60319	3.5122	-0.1242
60419	3.5106	-0.1238
60519	3.5097	-0.1238
60619	3.5084	-0.1242
60719	3.5072	-0.1235
60819	3.5057	-0.1238
60919	3.5044	-0.1238
61019	3.5026	-0.1235
61119	3.5013	-0.1238
61219	3.4998	-0.1235
61319	3.4982	-0.1235
61419	3.4967	-0.1238
61519	3.4948	-0.1235
61619	3.4933	-0.1238
61719	3.4917	-0.1242
61819	3.4902	-0.1242
61919	3.4886	-0.1238
62019	3.4871	-0.1235
62119	3.4855	-0.1238
62219	3.484	-0.1238
62319	3.4824	-0.1238
62419	3.4805	-0.1235
62519	3.4787	-0.1242
62619	3.4771	-0.1242
62719	3.4756	-0.1242
62819	3.4734	-0.1238
62919	3.4719	-0.1242
63019	3.4703	-0.1238
63119	3.4685	-0.1242
63219	3.4663	-0.1235
63319	3.4644	-0.1238
63419	3.4629	-0.1235
63519	3.4613	-0.1242
63619	3.4595	-0.1238
63719	3.4579	-0.1238
63819	3.4567	-0.1238
63919	3.4551	-0.1238
64019	3.4542	-0.1238
64119	3.453	-0.1235
64219	3.452	-0.1238
64319	3.4511	-0.1238
64419	3.4502	-0.1238
64519	3.4492	-0.1235
64619	3.4486	-0.1235
64719	3.4477	-0.1238
64819	3.4471	-0.1238
64919	3.4464	-0.1238
65019	3.4458	-0.1238
65119	3.4449	-0.1238
65219	3.4437	-0.1242
65319	3.443	-0.1238
65419	3.4424	-0.1238
65519	3.4418	-0.1238
65619	3.4412	-0.1238
65719	3.4406	-0.1238
65819	3.4396	-0.1238
65919	3.439	-0.1235
66019	3.4381	-0.1238
66119	3.4375	-0.1238
66219	3.4365	-0.1235
66319	3.4359	-0.1238
66419	3.435	-0.1235
66519	3.4343	-0.1242
